topic_a,topic_b,cosign_similarity,id,dataset_id,date,alpha,id,dataset_id,date,alpha
10018,9243,0.419455,10018,3,2012-09-09,0.018072,9243,3,2012-09-01,0.034102
9736,9281,0.419373,9736,3,2012-09-06,0.016229,9281,3,2012-09-01,0.122263
9943,9284,0.417896,9943,3,2012-09-08,0.163309,9284,3,2012-09-01,0.104597
9829,9293,0.417789,9829,3,2012-09-07,0.013969,9293,3,2012-09-01,0.00737
9840,9284,0.41772,9840,3,2012-09-07,0.281558,9284,3,2012-09-01,0.104597
10149,9284,0.417705,10149,3,2012-09-10,0.33901,9284,3,2012-09-01,0.104597
10052,9293,0.417702,10052,3,2012-09-09,0.008665,9293,3,2012-09-01,0.00737
9618,9209,0.41762,9618,3,2012-09-05,0.029442,9209,3,2012-09-01,0.007444
10422,9222,0.41691,10422,3,2012-09-13,0.010947,9222,3,2012-09-01,0.020713
10472,9279,0.416784,10472,3,2012-09-13,0.008789,9279,3,2012-09-01,0.011762
9938,9243,0.416428,9938,3,2012-09-08,0.013475,9243,3,2012-09-01,0.034102
9938,9253,0.415378,9938,3,2012-09-08,0.013475,9253,3,2012-09-01,0.010863
10169,9220,0.415324,10169,3,2012-09-10,0.011051,9220,3,2012-09-01,0.012668
9320,9293,0.415022,9320,3,2012-09-02,0.012475,9293,3,2012-09-01,0.00737
9538,9262,0.415017,9538,3,2012-09-04,0.007907,9262,3,2012-09-01,0.009568
10404,9216,0.415003,10404,3,2012-09-13,0.014489,9216,3,2012-09-01,0.016297
9543,9237,0.414888,9543,3,2012-09-04,0.039589,9237,3,2012-09-01,0.011866
9329,9221,0.414887,9329,3,2012-09-02,0.019558,9221,3,2012-09-01,0.009664
9791,9227,0.41455,9791,3,2012-09-06,0.00733,9227,3,2012-09-01,0.013928
9427,9221,0.414352,9427,3,2012-09-03,0.018308,9221,3,2012-09-01,0.009664
9332,9221,0.41433,9332,3,2012-09-02,0.033528,9221,3,2012-09-01,0.009664
10656,9293,0.4143,10656,3,2012-09-15,0.005659,9293,3,2012-09-01,0.00737
10350,9295,0.41407,10350,3,2012-09-12,0.011492,9295,3,2012-09-01,0.015211
9798,9292,0.413788,9798,3,2012-09-06,0.009926,9292,3,2012-09-01,0.004192
10247,9241,0.413524,10247,3,2012-09-11,0.239846,9241,3,2012-09-01,0.134252
10557,9211,0.413091,10557,3,2012-09-14,0.037488,9211,3,2012-09-01,0.00948
9757,9272,0.412366,9757,3,2012-09-06,0.00868,9272,3,2012-09-01,0.005213
10677,9234,0.411924,10677,3,2012-09-15,0.005676,9234,3,2012-09-01,0.008535
10645,9297,0.411613,10645,3,2012-09-15,0.001868,9297,3,2012-09-01,0.004182
9414,9219,0.41124,9414,3,2012-09-03,0.112981,9219,3,2012-09-01,0.303133
10482,9241,0.410643,10482,3,2012-09-13,0.432041,9241,3,2012-09-01,0.134252
9642,9242,0.408609,9642,3,2012-09-05,0.007042,9242,3,2012-09-01,0.016462
10322,9237,0.408079,10322,3,2012-09-12,0.017708,9237,3,2012-09-01,0.011866
9420,9279,0.407725,9420,3,2012-09-03,0.018828,9279,3,2012-09-01,0.011762
9933,9230,0.407559,9933,3,2012-09-08,0.013344,9230,3,2012-09-01,0.00633
10435,9267,0.40717,10435,3,2012-09-13,0.012099,9267,3,2012-09-01,0.027047
9788,9219,0.407082,9788,3,2012-09-06,0.183355,9219,3,2012-09-01,0.303133
10700,9292,0.406951,10700,3,2012-09-15,0.004677,9292,3,2012-09-01,0.004192
10121,9289,0.406907,10121,3,2012-09-10,0.092669,9289,3,2012-09-01,0.008379
10355,9222,0.406131,10355,3,2012-09-12,0.018701,9222,3,2012-09-01,0.020713
10122,9243,0.405983,10122,3,2012-09-10,0.011087,9243,3,2012-09-01,0.034102
9925,9267,0.405431,9925,3,2012-09-08,0.005515,9267,3,2012-09-01,0.027047
10023,9265,0.405299,10023,3,2012-09-09,0.021416,9265,3,2012-09-01,0.010539
10509,9242,0.40456,10509,3,2012-09-14,0.009833,9242,3,2012-09-01,0.016462
10182,9241,0.404426,10182,3,2012-09-10,0.178323,9241,3,2012-09-01,0.134252
9901,9243,0.40408,9901,3,2012-09-08,0.030709,9243,3,2012-09-01,0.034102
10107,9242,0.403905,10107,3,2012-09-10,0.008465,9242,3,2012-09-01,0.016462
10024,9220,0.402599,10024,3,2012-09-09,0.01219,9220,3,2012-09-01,0.012668
9426,9209,0.402464,9426,3,2012-09-03,0.018861,9209,3,2012-09-01,0.007444
9964,9277,0.402024,9964,3,2012-09-08,0.078033,9277,3,2012-09-01,0.012867
9645,9282,0.402002,9645,3,2012-09-05,0.052395,9282,3,2012-09-01,0.04664
9609,9238,0.399924,9609,3,2012-09-05,0.009137,9238,3,2012-09-01,0.004229
10116,9224,0.399901,10116,3,2012-09-10,0.006012,9224,3,2012-09-01,0.006287
9817,9226,0.39946,9817,3,2012-09-07,0.008458,9226,3,2012-09-01,0.016054
9780,9220,0.399383,9780,3,2012-09-06,0.027327,9220,3,2012-09-01,0.012668
10697,9241,0.399282,10697,3,2012-09-15,0.098901,9241,3,2012-09-01,0.134252
10550,9278,0.39823,10550,3,2012-09-14,0.022885,9278,3,2012-09-01,0.008417
9480,9219,0.398041,9480,3,2012-09-03,0.071659,9219,3,2012-09-01,0.303133
9857,9252,0.397888,9857,3,2012-09-07,0.041834,9252,3,2012-09-01,0.058493
9718,9242,0.397804,9718,3,2012-09-06,0.009842,9242,3,2012-09-01,0.016462
10323,9238,0.397595,10323,3,2012-09-12,0.010378,9238,3,2012-09-01,0.004229
9870,9205,0.397478,9870,3,2012-09-07,0.060097,9205,3,2012-09-01,0.04072
9643,9236,0.396369,9643,3,2012-09-05,0.009039,9236,3,2012-09-01,0.003122
9543,9282,0.39593,9543,3,2012-09-04,0.039589,9282,3,2012-09-01,0.04664
9419,9237,0.395696,9419,3,2012-09-03,0.016878,9237,3,2012-09-01,0.011866
10411,9219,0.394942,10411,3,2012-09-13,0.084496,9219,3,2012-09-01,0.303133
9711,9274,0.394076,9711,3,2012-09-06,0.026839,9274,3,2012-09-01,0.003149
10164,9237,0.394055,10164,3,2012-09-10,0.008534,9237,3,2012-09-01,0.011866
9399,9292,0.394022,9399,3,2012-09-02,0.00547,9292,3,2012-09-01,0.004192
10046,9282,0.393063,10046,3,2012-09-09,0.005364,9282,3,2012-09-01,0.04664
9944,9279,0.391613,9944,3,2012-09-08,0.011252,9279,3,2012-09-01,0.011762
9869,9266,0.390995,9869,3,2012-09-07,0.009394,9266,3,2012-09-01,0.004212
9712,9279,0.390613,9712,3,2012-09-06,0.032551,9279,3,2012-09-01,0.011762
9490,9237,0.390495,9490,3,2012-09-03,0.005887,9237,3,2012-09-01,0.011866
10254,9252,0.390363,10254,3,2012-09-11,0.124546,9252,3,2012-09-01,0.058493
10077,9293,0.390322,10077,3,2012-09-09,0.042806,9293,3,2012-09-01,0.00737
9957,9274,0.388886,9957,3,2012-09-08,0.010364,9274,3,2012-09-01,0.003149
10215,9266,0.388654,10215,3,2012-09-11,0.027896,9266,3,2012-09-01,0.004212
9828,9245,0.388561,9828,3,2012-09-07,0.017144,9245,3,2012-09-01,0.018545
10052,9267,0.387927,10052,3,2012-09-09,0.008665,9267,3,2012-09-01,0.027047
9384,9274,0.387231,9384,3,2012-09-02,0.051967,9274,3,2012-09-01,0.003149
10169,9262,0.387121,10169,3,2012-09-10,0.011051,9262,3,2012-09-01,0.009568
10339,9242,0.38701,10339,3,2012-09-12,0.004546,9242,3,2012-09-01,0.016462
10096,9279,0.386844,10096,3,2012-09-09,0.003195,9279,3,2012-09-01,0.011762
10656,9216,0.38671,10656,3,2012-09-15,0.005659,9216,3,2012-09-01,0.016297
9408,9284,0.384912,9408,3,2012-09-03,0.3234,9284,3,2012-09-01,0.104597
9979,9241,0.384018,9979,3,2012-09-08,0.069484,9241,3,2012-09-01,0.134252
9632,9224,0.381544,9632,3,2012-09-05,0.004986,9224,3,2012-09-01,0.006287
9970,9289,0.381487,9970,3,2012-09-08,0.044957,9289,3,2012-09-01,0.008379
9330,9245,0.381227,9330,3,2012-09-02,0.01737,9245,3,2012-09-01,0.018545
10625,9278,0.379525,10625,3,2012-09-15,0.005677,9278,3,2012-09-01,0.008417
9690,9278,0.378706,9690,3,2012-09-05,0.009051,9278,3,2012-09-01,0.008417
10217,9242,0.378392,10217,3,2012-09-11,0.005842,9242,3,2012-09-01,0.016462
10636,9293,0.378183,10636,3,2012-09-15,0.004704,9293,3,2012-09-01,0.00737
9633,9219,0.376591,9633,3,2012-09-05,0.092799,9219,3,2012-09-01,0.303133
9580,9234,0.376266,9580,3,2012-09-04,0.005648,9234,3,2012-09-01,0.008535
10678,9212,0.375894,10678,3,2012-09-15,0.001872,9212,3,2012-09-01,0.005289
9397,9252,0.375754,9397,3,2012-09-02,0.027617,9252,3,2012-09-01,0.058493
10049,9238,0.375689,10049,3,2012-09-09,0.008592,9238,3,2012-09-01,0.004229
9720,9252,0.375606,9720,3,2012-09-06,0.136497,9252,3,2012-09-01,0.058493
9834,9224,0.375164,9834,3,2012-09-07,0.046037,9224,3,2012-09-01,0.006287
9521,9210,0.374919,9521,3,2012-09-04,0.037963,9210,3,2012-09-01,0.033793
9700,9220,0.374193,9700,3,2012-09-05,0.015288,9220,3,2012-09-01,0.012668
10395,9216,0.374009,10395,3,2012-09-12,0.026809,9216,3,2012-09-01,0.016297
10352,9252,0.373699,10352,3,2012-09-12,0.091551,9252,3,2012-09-01,0.058493
9457,9237,0.373566,9457,3,2012-09-03,0.003536,9237,3,2012-09-01,0.011866
10566,9217,0.372765,10566,3,2012-09-14,0.062411,9217,3,2012-09-01,0.016143
9469,9292,0.37246,9469,3,2012-09-03,0.003536,9292,3,2012-09-01,0.004192
10487,9267,0.371955,10487,3,2012-09-13,0.013025,9267,3,2012-09-01,0.027047
9866,9221,0.371486,9866,3,2012-09-07,0.030648,9221,3,2012-09-01,0.009664
10065,9279,0.370332,10065,3,2012-09-09,0.008677,9279,3,2012-09-01,0.011762
10242,9219,0.368522,10242,3,2012-09-11,0.320134,9219,3,2012-09-01,0.303133
10322,9293,0.368359,10322,3,2012-09-12,0.017708,9293,3,2012-09-01,0.00737
10368,9219,0.368334,10368,3,2012-09-12,0.057737,9219,3,2012-09-01,0.303133
10343,9278,0.367574,10343,3,2012-09-12,0.010262,9278,3,2012-09-01,0.008417
9534,9237,0.36692,9534,3,2012-09-04,0.0056,9237,3,2012-09-01,0.011866
9949,9241,0.366315,9949,3,2012-09-08,0.024176,9241,3,2012-09-01,0.134252
10512,9274,0.365894,10512,3,2012-09-14,0.036508,9274,3,2012-09-01,0.003149
10020,9242,0.36575,10020,3,2012-09-09,0.008561,9242,3,2012-09-01,0.016462
9576,9245,0.365711,9576,3,2012-09-04,0.013947,9245,3,2012-09-01,0.018545
9851,9227,0.365177,9851,3,2012-09-07,0.015761,9227,3,2012-09-01,0.013928
9854,9243,0.364975,9854,3,2012-09-07,0.011659,9243,3,2012-09-01,0.034102
9734,9289,0.364748,9734,3,2012-09-06,0.053746,9289,3,2012-09-01,0.008379
10073,9219,0.364671,10073,3,2012-09-09,0.048903,9219,3,2012-09-01,0.303133
9827,9279,0.364644,9827,3,2012-09-07,0.005181,9279,3,2012-09-01,0.011762
10024,9262,0.364124,10024,3,2012-09-09,0.01219,9262,3,2012-09-01,0.009568
9443,9204,0.363442,9443,3,2012-09-03,0.009592,9204,3,2012-09-01,0.009664
9930,9223,0.363339,9930,3,2012-09-08,0.003689,9223,3,2012-09-01,0.005285
10581,9262,0.362645,10581,3,2012-09-14,0.014397,9262,3,2012-09-01,0.009568
10052,9274,0.362441,10052,3,2012-09-09,0.008665,9274,3,2012-09-01,0.003149
9503,9219,0.362231,9503,3,2012-09-04,0.014837,9219,3,2012-09-01,0.303133
9669,9281,0.360979,9669,3,2012-09-05,0.093314,9281,3,2012-09-01,0.122263
10693,9238,0.360974,10693,3,2012-09-15,0.012421,9238,3,2012-09-01,0.004229
9538,9220,0.360396,9538,3,2012-09-04,0.007907,9220,3,2012-09-01,0.012668
10254,9217,0.360355,10254,3,2012-09-11,0.124546,9217,3,2012-09-01,0.016143
9313,9241,0.359071,9313,3,2012-09-02,0.269074,9241,3,2012-09-01,0.134252
10419,9237,0.359021,10419,3,2012-09-13,0.008702,9237,3,2012-09-01,0.011866
10524,9285,0.358607,10524,3,2012-09-14,0.055785,9285,3,2012-09-01,0.030778
9986,9219,0.358093,9986,3,2012-09-08,0.053586,9219,3,2012-09-01,0.303133
10686,9237,0.357407,10686,3,2012-09-15,0.008415,9237,3,2012-09-01,0.011866
10302,9265,0.357331,10302,3,2012-09-12,0.015485,9265,3,2012-09-01,0.010539
9615,9241,0.356618,9615,3,2012-09-05,0.331753,9241,3,2012-09-01,0.134252
10652,9238,0.356232,10652,3,2012-09-15,0.014504,9238,3,2012-09-01,0.004229
9638,9207,0.356006,9638,3,2012-09-05,0.006007,9207,3,2012-09-01,0.007365
9907,9262,0.355538,9907,3,2012-09-08,0.0055,9262,3,2012-09-01,0.009568
9528,9208,0.355397,9528,3,2012-09-04,0.005675,9208,3,2012-09-01,0.005281
10071,9230,0.355006,10071,3,2012-09-09,0.005423,9230,3,2012-09-01,0.00633
9530,9210,0.353739,9530,3,2012-09-04,0.101268,9210,3,2012-09-01,0.033793
10394,9245,0.35313,10394,3,2012-09-12,0.018942,9245,3,2012-09-01,0.018545
9329,9298,0.35295,9329,3,2012-09-02,0.019558,9298,3,2012-09-01,0.007372
10213,9219,0.351958,10213,3,2012-09-11,0.015861,9219,3,2012-09-01,0.303133
10162,9242,0.351781,10162,3,2012-09-10,0.027636,9242,3,2012-09-01,0.016462
9982,9219,0.351627,9982,3,2012-09-08,0.02702,9219,3,2012-09-01,0.303133
9495,9219,0.351033,9495,3,2012-09-03,0.017278,9219,3,2012-09-01,0.303133
10586,9217,0.350419,10586,3,2012-09-14,0.054027,9217,3,2012-09-01,0.016143
9590,9285,0.349804,9590,3,2012-09-04,0.107251,9285,3,2012-09-01,0.030778
10302,9210,0.349366,10302,3,2012-09-12,0.015485,9210,3,2012-09-01,0.033793
10543,9221,0.349299,10543,3,2012-09-14,0.010152,9221,3,2012-09-01,0.009664
10566,9252,0.348256,10566,3,2012-09-14,0.062411,9252,3,2012-09-01,0.058493
9656,9295,0.348199,9656,3,2012-09-05,0.002963,9295,3,2012-09-01,0.015211
9907,9220,0.347243,9907,3,2012-09-08,0.0055,9220,3,2012-09-01,0.012668
10077,9267,0.347181,10077,3,2012-09-09,0.042806,9267,3,2012-09-01,0.027047
9311,9208,0.346731,9311,3,2012-09-02,0.005417,9208,3,2012-09-01,0.005281
9650,9300,0.346721,9650,3,2012-09-05,0.013218,9300,3,2012-09-01,0.010594
9516,9219,0.346652,9516,3,2012-09-04,0.010301,9219,3,2012-09-01,0.303133
9455,9241,0.346332,9455,3,2012-09-03,0.049863,9241,3,2012-09-01,0.134252
9463,9219,0.346163,9463,3,2012-09-03,0.100304,9219,3,2012-09-01,0.303133
10090,9284,0.345323,10090,3,2012-09-09,0.193296,9284,3,2012-09-01,0.104597
9505,9240,0.345011,9505,3,2012-09-04,0.00683,9240,3,2012-09-01,0.004191
10082,9203,0.344558,10082,3,2012-09-09,0.005349,9203,3,2012-09-01,0.008422
9534,9274,0.344321,9534,3,2012-09-04,0.0056,9274,3,2012-09-01,0.003149
9520,9224,0.344313,9520,3,2012-09-04,0.010332,9224,3,2012-09-01,0.006287
10461,9245,0.343957,10461,3,2012-09-13,0.074126,9245,3,2012-09-01,0.018545
10294,9273,0.343807,10294,3,2012-09-11,0.009406,9273,3,2012-09-01,0.009497
10488,9241,0.343643,10488,3,2012-09-13,0.022543,9241,3,2012-09-01,0.134252
10621,9262,0.34364,10621,3,2012-09-15,0.01559,9262,3,2012-09-01,0.009568
10245,9226,0.343299,10245,3,2012-09-11,0.011911,9226,3,2012-09-01,0.016054
9719,9289,0.34296,9719,3,2012-09-06,0.025716,9289,3,2012-09-01,0.008379
10088,9219,0.342644,10088,3,2012-09-09,0.021434,9219,3,2012-09-01,0.303133
9460,9222,0.342359,9460,3,2012-09-03,0.003517,9222,3,2012-09-01,0.020713
10621,9220,0.342311,10621,3,2012-09-15,0.01559,9220,3,2012-09-01,0.012668
9753,9289,0.342104,9753,3,2012-09-06,0.058861,9289,3,2012-09-01,0.008379
10172,9219,0.34181,10172,3,2012-09-10,0.01359,9219,3,2012-09-01,0.303133
10101,9265,0.341336,10101,3,2012-09-10,0.026281,9265,3,2012-09-01,0.010539
10609,9289,0.340941,10609,3,2012-09-15,0.004662,9289,3,2012-09-01,0.008379
9763,9219,0.340648,9763,3,2012-09-06,0.016358,9219,3,2012-09-01,0.303133
10315,9219,0.34046,10315,3,2012-09-12,0.019175,9219,3,2012-09-01,0.303133
10182,9219,0.340421,10182,3,2012-09-10,0.178323,9219,3,2012-09-01,0.303133
10494,9221,0.33963,10494,3,2012-09-13,0.016883,9221,3,2012-09-01,0.009664
9386,9279,0.339322,9386,3,2012-09-02,0.005458,9279,3,2012-09-01,0.011762
9900,9237,0.339277,9900,3,2012-09-07,0.009458,9237,3,2012-09-01,0.011866
10640,9281,0.339022,10640,3,2012-09-15,0.007691,9281,3,2012-09-01,0.122263
10111,9243,0.338891,10111,3,2012-09-10,0.02076,9243,3,2012-09-01,0.034102
9307,9219,0.338686,9307,3,2012-09-02,0.089505,9219,3,2012-09-01,0.303133
9865,9219,0.338607,9865,3,2012-09-07,0.02362,9219,3,2012-09-01,0.303133
10026,9219,0.338522,10026,3,2012-09-09,0.06918,9219,3,2012-09-01,0.303133
10105,9219,0.337757,10105,3,2012-09-10,0.003583,9219,3,2012-09-01,0.303133
10446,9234,0.337387,10446,3,2012-09-13,0.006564,9234,3,2012-09-01,0.008535
10635,9229,0.337063,10635,3,2012-09-15,0.014435,9229,3,2012-09-01,0.007426
9510,9243,0.336962,9510,3,2012-09-04,0.023115,9243,3,2012-09-01,0.034102
9996,9300,0.336641,9996,3,2012-09-08,0.015239,9300,3,2012-09-01,0.010594
10519,9295,0.336554,10519,3,2012-09-14,0.00713,9295,3,2012-09-01,0.015211
9939,9224,0.336513,9939,3,2012-09-08,0.016302,9224,3,2012-09-01,0.006287
9744,9238,0.336503,9744,3,2012-09-06,0.012249,9238,3,2012-09-01,0.004229
10695,9245,0.336167,10695,3,2012-09-15,0.041808,9245,3,2012-09-01,0.018545
9383,9266,0.335626,9383,3,2012-09-02,0.005429,9266,3,2012-09-01,0.004212
10050,9284,0.335535,10050,3,2012-09-09,0.209583,9284,3,2012-09-01,0.104597
10090,9219,0.33517,10090,3,2012-09-09,0.193296,9219,3,2012-09-01,0.303133
10349,9224,0.335092,10349,3,2012-09-12,0.010346,9224,3,2012-09-01,0.006287
10280,9224,0.334551,10280,3,2012-09-11,0.011974,9224,3,2012-09-01,0.006287
9330,9262,0.334024,9330,3,2012-09-02,0.01737,9262,3,2012-09-01,0.009568
9305,9288,0.332105,9305,3,2012-09-02,0.006833,9288,3,2012-09-01,0.008409
9502,9241,0.331857,9502,3,2012-09-04,0.027362,9241,3,2012-09-01,0.134252
10366,9211,0.331656,10366,3,2012-09-12,0.005692,9211,3,2012-09-01,0.00948
9621,9241,0.33115,9621,3,2012-09-05,0.033305,9241,3,2012-09-01,0.134252
10101,9256,0.330623,10101,3,2012-09-10,0.026281,9256,3,2012-09-01,0.006343
10221,9223,0.33024,10221,3,2012-09-11,0.005805,9223,3,2012-09-01,0.005285
9453,9211,0.329976,9453,3,2012-09-03,0.024453,9211,3,2012-09-01,0.00948
9935,9242,0.329932,9935,3,2012-09-08,0.008511,9242,3,2012-09-01,0.016462
9698,9219,0.32988,9698,3,2012-09-05,0.01036,9219,3,2012-09-01,0.303133
9392,9289,0.329879,9392,3,2012-09-02,0.104973,9289,3,2012-09-01,0.008379
9918,9262,0.329267,9918,3,2012-09-08,0.011557,9262,3,2012-09-01,0.009568
10061,9219,0.329108,10061,3,2012-09-09,0.085608,9219,3,2012-09-01,0.303133
10439,9300,0.328752,10439,3,2012-09-13,0.012218,9300,3,2012-09-01,0.010594
9728,9226,0.328394,9728,3,2012-09-06,0.008567,9226,3,2012-09-01,0.016054
10490,9241,0.328019,10490,3,2012-09-13,0.048436,9241,3,2012-09-01,0.134252
9502,9289,0.327926,9502,3,2012-09-04,0.027362,9289,3,2012-09-01,0.008379
10102,9205,0.327916,10102,3,2012-09-10,0.044374,9205,3,2012-09-01,0.04072
10133,9285,0.327796,10133,3,2012-09-10,0.018491,9285,3,2012-09-01,0.030778
9720,9210,0.327692,9720,3,2012-09-06,0.136497,9210,3,2012-09-01,0.033793
9727,9243,0.32739,9727,3,2012-09-06,0.011424,9243,3,2012-09-01,0.034102
9571,9211,0.32737,9571,3,2012-09-04,0.014913,9211,3,2012-09-01,0.00948
9316,9285,0.327319,9316,3,2012-09-02,0.05732,9285,3,2012-09-01,0.030778
9310,9262,0.327163,9310,3,2012-09-02,0.019658,9262,3,2012-09-01,0.009568
10243,9262,0.326891,10243,3,2012-09-11,0.011794,9262,3,2012-09-01,0.009568
10247,9205,0.326221,10247,3,2012-09-11,0.239846,9205,3,2012-09-01,0.04072
9636,9273,0.326151,9636,3,2012-09-05,0.007098,9273,3,2012-09-01,0.009497
10504,9277,0.325319,10504,3,2012-09-14,0.403252,9277,3,2012-09-01,0.012867
10686,9274,0.325083,10686,3,2012-09-15,0.008415,9274,3,2012-09-01,0.003149
10024,9245,0.324848,10024,3,2012-09-09,0.01219,9245,3,2012-09-01,0.018545
9426,9243,0.324607,9426,3,2012-09-03,0.018861,9243,3,2012-09-01,0.034102
9511,9252,0.324385,9511,3,2012-09-04,0.023486,9252,3,2012-09-01,0.058493
9480,9217,0.324291,9480,3,2012-09-03,0.071659,9217,3,2012-09-01,0.016143
10193,9252,0.32426,10193,3,2012-09-10,0.226125,9252,3,2012-09-01,0.058493
9441,9219,0.323919,9441,3,2012-09-03,0.029552,9219,3,2012-09-01,0.303133
10104,9295,0.322755,10104,3,2012-09-10,0.003542,9295,3,2012-09-01,0.015211
10103,9219,0.322139,10103,3,2012-09-10,0.073265,9219,3,2012-09-01,0.303133
9468,9232,0.322025,9468,3,2012-09-03,0.023719,9232,3,2012-09-01,0.017378
10283,9241,0.321882,10283,3,2012-09-11,0.040801,9241,3,2012-09-01,0.134252
10031,9267,0.321565,10031,3,2012-09-09,0.009833,9267,3,2012-09-01,0.027047
9853,9241,0.321121,9853,3,2012-09-07,0.024002,9241,3,2012-09-01,0.134252
9471,9234,0.321002,9471,3,2012-09-03,0.012119,9234,3,2012-09-01,0.008535
10336,9285,0.320843,10336,3,2012-09-12,0.037295,9285,3,2012-09-01,0.030778
9590,9219,0.320648,9590,3,2012-09-04,0.107251,9219,3,2012-09-01,0.303133
10482,9277,0.320518,10482,3,2012-09-13,0.432041,9277,3,2012-09-01,0.012867
10669,9284,0.32021,10669,3,2012-09-15,0.267418,9284,3,2012-09-01,0.104597
9521,9277,0.320071,9521,3,2012-09-04,0.037963,9277,3,2012-09-01,0.012867
10199,9256,0.319541,10199,3,2012-09-10,0.023407,9256,3,2012-09-01,0.006343
9591,9284,0.318983,9591,3,2012-09-04,0.376547,9284,3,2012-09-01,0.104597
10626,9268,0.318711,10626,3,2012-09-15,0.008441,9268,3,2012-09-01,0.005239
9914,9227,0.318186,9914,3,2012-09-08,0.00463,9227,3,2012-09-01,0.013928
10412,9224,0.317924,10412,3,2012-09-13,0.012207,9224,3,2012-09-01,0.006287
9706,9221,0.317829,9706,3,2012-09-06,0.011229,9221,3,2012-09-01,0.009664
9372,9226,0.317355,9372,3,2012-09-02,0.012464,9226,3,2012-09-01,0.016054
9530,9241,0.317049,9530,3,2012-09-04,0.101268,9241,3,2012-09-01,0.134252
9313,9277,0.317025,9313,3,2012-09-02,0.269074,9277,3,2012-09-01,0.012867
10640,9237,0.316651,10640,3,2012-09-15,0.007691,9237,3,2012-09-01,0.011866
10212,9281,0.316249,10212,3,2012-09-11,0.027354,9281,3,2012-09-01,0.122263
9630,9234,0.31607,9630,3,2012-09-05,0.007009,9234,3,2012-09-01,0.008535
9494,9241,0.316068,9494,3,2012-09-03,0.026011,9241,3,2012-09-01,0.134252
10139,9217,0.315545,10139,3,2012-09-10,0.09161,9217,3,2012-09-01,0.016143
9448,9289,0.315393,9448,3,2012-09-03,0.002343,9289,3,2012-09-01,0.008379
10166,9281,0.315337,10166,3,2012-09-10,0.018661,9281,3,2012-09-01,0.122263
10605,9241,0.315224,10605,3,2012-09-15,0.015327,9241,3,2012-09-01,0.134252
10116,9207,0.31508,10116,3,2012-09-10,0.006012,9207,3,2012-09-01,0.007365
9848,9243,0.315027,9848,3,2012-09-07,0.026396,9243,3,2012-09-01,0.034102
10459,9255,0.3132,10459,3,2012-09-13,0.009769,9255,3,2012-09-01,0.011723
10072,9274,0.312482,10072,3,2012-09-09,0.006434,9274,3,2012-09-01,0.003149
9490,9267,0.312435,9490,3,2012-09-03,0.005887,9267,3,2012-09-01,0.027047
10616,9227,0.311563,10616,3,2012-09-15,0.014557,9227,3,2012-09-01,0.013928
9828,9262,0.310916,9828,3,2012-09-07,0.017144,9262,3,2012-09-01,0.009568
10669,9241,0.310716,10669,3,2012-09-15,0.267418,9241,3,2012-09-01,0.134252
9645,9289,0.310521,9645,3,2012-09-05,0.052395,9289,3,2012-09-01,0.008379
10409,9289,0.310278,10409,3,2012-09-13,0.028335,9289,3,2012-09-01,0.008379
10695,9219,0.309993,10695,3,2012-09-15,0.041808,9219,3,2012-09-01,0.303133
9573,9221,0.309246,9573,3,2012-09-04,0.012809,9221,3,2012-09-01,0.009664
10134,9227,0.309218,10134,3,2012-09-10,0.020984,9227,3,2012-09-01,0.013928
10586,9219,0.308637,10586,3,2012-09-14,0.054027,9219,3,2012-09-01,0.303133
9930,9237,0.308317,9930,3,2012-09-08,0.003689,9237,3,2012-09-01,0.011866
10679,9256,0.308087,10679,3,2012-09-15,0.004669,9256,3,2012-09-01,0.006343
9926,9211,0.308,9926,3,2012-09-08,0.011133,9211,3,2012-09-01,0.00948
10636,9216,0.307639,10636,3,2012-09-15,0.004704,9216,3,2012-09-01,0.016297
9670,9219,0.307387,9670,3,2012-09-05,0.162975,9219,3,2012-09-01,0.303133
10311,9219,0.306909,10311,3,2012-09-12,0.146602,9219,3,2012-09-01,0.303133
9608,9274,0.306827,9608,3,2012-09-05,0.01118,9274,3,2012-09-01,0.003149
10517,9281,0.306679,10517,3,2012-09-14,0.02259,9281,3,2012-09-01,0.122263
10031,9223,0.3061,10031,3,2012-09-09,0.009833,9223,3,2012-09-01,0.005285
10566,9219,0.305454,10566,3,2012-09-14,0.062411,9219,3,2012-09-01,0.303133
9608,9227,0.305369,9608,3,2012-09-05,0.01118,9227,3,2012-09-01,0.013928
10382,9262,0.305145,10382,3,2012-09-12,0.014082,9262,3,2012-09-01,0.009568
9720,9217,0.304957,9720,3,2012-09-06,0.136497,9217,3,2012-09-01,0.016143
9758,9277,0.304923,9758,3,2012-09-06,0.338636,9277,3,2012-09-01,0.012867
9319,9219,0.304172,9319,3,2012-09-02,0.119517,9219,3,2012-09-01,0.303133
10340,9266,0.303882,10340,3,2012-09-12,0.010404,9266,3,2012-09-01,0.004212
9511,9210,0.303409,9511,3,2012-09-04,0.023486,9210,3,2012-09-01,0.033793
10261,9278,0.303241,10261,3,2012-09-11,0.005855,9278,3,2012-09-01,0.008417
10474,9219,0.30323,10474,3,2012-09-13,0.145169,9219,3,2012-09-01,0.303133
10398,9256,0.303127,10398,3,2012-09-12,0.009152,9256,3,2012-09-01,0.006343
9519,9265,0.302618,9519,3,2012-09-04,0.014934,9265,3,2012-09-01,0.010539
9918,9245,0.302505,9918,3,2012-09-08,0.011557,9245,3,2012-09-01,0.018545
